,url,timestamp_start,timestamp_finish,n_segment,t_download_s,body_size_byte,bandwidth_mbit,byte_start,byte_end,quality_level_chosen,t_start,t_end,seg_len_s,bitrate_level,vmaf_level,previous_bitrate,previous_vmaf,previous_quality,quality_shift_byte_-2,quality_shift_vmaf_-2,quality_shift_bitrate_-2,quality_shift_byte_-1,quality_shift_vmaf_-1,quality_shift_bitrate_-1,quality_shift_byte_0,quality_shift_vmaf_0,quality_shift_bitrate_0,quality_shift_byte_1,quality_shift_vmaf_1,quality_shift_bitrate_1,quality_shift_byte_2,quality_shift_vmaf_2,quality_shift_bitrate_2,quality_shift,buffer_estimate_0,rebuffer_estimate_0,t_download_s_-1,quality_level_chosen_-1,bandwidth_mbit_-1,t_download_s_-2,quality_level_chosen_-2,bandwidth_mbit_-2,t_download_s_-3,quality_level_chosen_-3,bandwidth_mbit_-3,t_download_s_-4,quality_level_chosen_-4,bandwidth_mbit_-4,t_download_s_-5,quality_level_chosen_-5,bandwidth_mbit_-5,t_download_s_-6,quality_level_chosen_-6,bandwidth_mbit_-6,t_download_s_-7,quality_level_chosen_-7,bandwidth_mbit_-7,t_download_s_-8,quality_level_chosen_-8,bandwidth_mbit_-8
0,https://r1---sn-nfpuji-1gil.googlevideo.com/videoplayback?expire=1576350097&ei=Md30XYrzLJ218gPVponAAw&ip=129.132.102.152&id=o-AGI_cPj7KfT7MTDkfF9Q3Rb2xY6HMdPCUPopmy7FaFSm&itag=396&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-nfpuji-1gil%2Csn-1gieen7e&ms=au%2Crdu&mv=m&mvi=0&pl=16&gcr=ch&initcwndbps=1290000&mime=video%2Fmp4&gir=yes&clen=13341322&dur=548.648&lmt=1570425283944554&mt=1576328329&fvip=1&keepalive=yes&fexp=23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIgMCmOAD7Gtcc54YEJBSty7mgICQAtp1NdePX6k92SH4YCIQDghCNQucAWH_EjB4sQxe5qu66Lvay9IKTlfqViEQ0uhA%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgbPr47hvZHsd1P13KwVDkE2dnx4rCammAPELsIOhq_EECIQCC6NFhZ2OO5stbQrRAZqCqOSQwZRqHMUoR0rVLjzUbwA%3D%3D&alr=yes&cpn=qFbW1NiMxYqVaFRz&cver=2.20191212.06.01&range=0-80888&rn=1&rbuf=0,1576328508.723,1576328508.912,0,0.13,80889,4.977784615384615,0.0,80888.0,2,0.0,0.93,0.93,653085.0,46.277404777777775,0.0,0.0,0,157544,4.470457999999998,419697.0,157544,4.470457999999998,419697.0,157544,4.470457999999998,419697.0,182360,30.51394166666667,485807.0,245152,46.277404777777775,653085.0,-2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,https://r2---sn-nfpuji-1gil.googlevideo.com/videoplayback?expire=1576350111&ei=P930XYG_DsrcgAfNzbjwDA&ip=129.132.102.152&id=o-AIokC63pYXfY7PTsOgmhxq-YPwHzfpgxAodzXtcuUp16&itag=396&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-nfpuji-1gil%2Csn-1gi7znes&ms=au%2Crdu&mv=m&mvi=1&pl=16&ctier=L&initcwndbps=1115000&mime=video%2Fmp4&gir=yes&clen=1878946&dur=73.000&lmt=1576194921915272&mt=1576328440&fvip=4&keepalive=yes&fexp=23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cctier%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIhAKg_5s8vSUtkRX_ASli6mNzn_qAcXVe-S-RFIWo-34mdAiBjoFkANdjEk680cj-gUftENoqmXtheEI7y_V3pG6yW5g%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgexC-je6rIYRFaSuJmbs5wcr0dmt3gCWy0KwWEkdvy2wCIQDDixw-S_c-vOPmmh_4o6jNLW9yGW_0FiQFPSLYiT7aeQ%3D%3D&alr=yes&cpn=wavjh4rki4mBMa7w&cver=2.20191212.06.01&range=0-76842&altitags=395%2C394&rn=3&rbuf=0,1576328511.774,1576328511.921,0,0.001,76843,614.7439999999999,0.0,76842.0,2,0.0,0.93,0.93,653085.0,46.277404777777775,0.0,0.0,0,157544,4.470457999999998,419697.0,157544,4.470457999999998,419697.0,157544,4.470457999999998,419697.0,182360,30.51394166666667,485807.0,245152,46.277404777777775,653085.0,-2,0.0,3.050999879837036,,,,,,,,,,,,,,,,,,,,,,,,
2,https://r2---sn-nfpuji-1gil.googlevideo.com/videoplayback?expire=1576350111&ei=P930XYG_DsrcgAfNzbjwDA&ip=129.132.102.152&id=o-AIokC63pYXfY7PTsOgmhxq-YPwHzfpgxAodzXtcuUp16&itag=396&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-nfpuji-1gil%2Csn-1gi7znes&ms=au%2Crdu&mv=m&mvi=1&pl=16&ctier=L&initcwndbps=1115000&mime=video%2Fmp4&gir=yes&clen=1878946&dur=73.000&lmt=1576194921915272&mt=1576328440&fvip=4&keepalive=yes&fexp=23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cctier%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIhAKg_5s8vSUtkRX_ASli6mNzn_qAcXVe-S-RFIWo-34mdAiBjoFkANdjEk680cj-gUftENoqmXtheEI7y_V3pG6yW5g%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgexC-je6rIYRFaSuJmbs5wcr0dmt3gCWy0KwWEkdvy2wCIQDDixw-S_c-vOPmmh_4o6jNLW9yGW_0FiQFPSLYiT7aeQ%3D%3D&alr=yes&cpn=wavjh4rki4mBMa7w&cver=2.20191212.06.01&range=76843-192228&rn=6&rbuf=5059,1576328512.343,1576328512.4299998,0,0.001,115386,923.0879999999999,76843.0,192228.0,2,0.93,6.14,5.21,653085.0,46.277404777777775,0.0,0.0,0,157544,4.470457999999998,419697.0,157544,4.470457999999998,419697.0,157544,4.470457999999998,419697.0,182360,30.51394166666667,485807.0,245152,46.277404777777775,653085.0,-2,0.0,0.5690000057220459,,,,,,,,,,,,,,,,,,,,,,,,
3,https://r2---sn-nfpuji-1gil.googlevideo.com/videoplayback?expire=1576350111&ei=P930XYG_DsrcgAfNzbjwDA&ip=129.132.102.152&id=o-AIokC63pYXfY7PTsOgmhxq-YPwHzfpgxAodzXtcuUp16&itag=396&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-nfpuji-1gil%2Csn-1gi7znes&ms=au%2Crdu&mv=m&mvi=1&pl=16&ctier=L&initcwndbps=1115000&mime=video%2Fmp4&gir=yes&clen=1878946&dur=73.000&lmt=1576194921915272&mt=1576328440&fvip=4&keepalive=yes&fexp=23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cctier%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIhAKg_5s8vSUtkRX_ASli6mNzn_qAcXVe-S-RFIWo-34mdAiBjoFkANdjEk680cj-gUftENoqmXtheEI7y_V3pG6yW5g%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgexC-je6rIYRFaSuJmbs5wcr0dmt3gCWy0KwWEkdvy2wCIQDDixw-S_c-vOPmmh_4o6jNLW9yGW_0FiQFPSLYiT7aeQ%3D%3D&alr=yes&cpn=wavjh4rki4mBMa7w&cver=2.20191212.06.01&range=192229-521105&rn=8&rbuf=10150,1576328512.921,1576328512.928,2,0.005,328877,526.2031999999999,192229.0,521105.0,2,6.14,24.72,18.58,766774.0,72.13038833333336,0.0,0.0,0,191572,0.0,510348.0,191572,0.0,510348.0,191572,0.0,510348.0,228232,42.48154966666668,608010.0,287828,72.13038833333336,766774.0,-2,4.718999824523926,0.08699989318847656,,,,,,,,,,,,,,,,,,,,,,,,
4,https://r2---sn-nfpuji-1gil.googlevideo.com/videoplayback?expire=1576350111&ei=P930XYG_DsrcgAfNzbjwDA&ip=129.132.102.152&id=o-AIokC63pYXfY7PTsOgmhxq-YPwHzfpgxAodzXtcuUp16&itag=399&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-nfpuji-1gil%2Csn-1gi7znes&ms=au%2Crdu&mv=m&mvi=1&pl=16&ctier=L&initcwndbps=1115000&mime=video%2Fmp4&gir=yes&clen=11174792&dur=73.000&lmt=1576195671965553&mt=1576328440&fvip=4&keepalive=yes&fexp=23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cctier%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIhAJmnZs-rN-tTU293thWXLr1QRNVLrxDNhS3xywqtZelsAiBH32kAAbaxxxwBdu3xxxdq38L7QMi5Itma4vb12qp5NQ%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgexC-je6rIYRFaSuJmbs5wcr0dmt3gCWy0KwWEkdvy2wCIQDDixw-S_c-vOPmmh_4o6jNLW9yGW_0FiQFPSLYiT7aeQ%3D%3D&alr=yes&cpn=wavjh4rki4mBMa7w&cver=2.20191212.06.01&range=0-911&rn=10&rbuf=0,1576328514.697,1576328514.717,0,0.001,912,7.295999999999999,0.0,911.0,5,0.0,0.0,0.0,3223858.0,100.0,0.0,0.0,0,157544,4.470457999999998,419697.0,157544,4.470457999999998,419697.0,157544,4.470457999999998,419697.0,182360,30.51394166666667,485807.0,245152,46.277404777777775,653085.0,-5,21.52299980163574,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5,https://r2---sn-nfpuji-1gil.googlevideo.com/videoplayback?expire=1576350111&ei=P930XYG_DsrcgAfNzbjwDA&ip=129.132.102.152&id=o-AIokC63pYXfY7PTsOgmhxq-YPwHzfpgxAodzXtcuUp16&itag=399&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-nfpuji-1gil%2Csn-1gi7znes&ms=au%2Crdu&mv=m&mvi=1&pl=16&ctier=L&initcwndbps=1115000&mime=video%2Fmp4&gir=yes&clen=11174792&dur=73.000&lmt=1576195671965553&mt=1576328440&fvip=4&keepalive=yes&fexp=23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cctier%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIhAJmnZs-rN-tTU293thWXLr1QRNVLrxDNhS3xywqtZelsAiBH32kAAbaxxxwBdu3xxxdq38L7QMi5Itma4vb12qp5NQ%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgexC-je6rIYRFaSuJmbs5wcr0dmt3gCWy0KwWEkdvy2wCIQDDixw-S_c-vOPmmh_4o6jNLW9yGW_0FiQFPSLYiT7aeQ%3D%3D&alr=yes&cpn=wavjh4rki4mBMa7w&cver=2.20191212.06.01&range=1763698-3191121&rn=11&rbuf=13671,1576328514.786,1576328514.898,2,0.054,1427424,211.47022222222222,1763698.0,3191121.0,5,7.37,16.05,8.68,3287965.0,100.0,0.0,0.0,0,191572,0.0,510348.0,191572,0.0,510348.0,191572,0.0,510348.0,228232,42.48154966666668,608010.0,287828,72.13038833333336,766774.0,-5,21.43399981498718,0.0,,,,,,,,,,,,,,,,,,,,,,,,
6,https://r1---sn-nfpuji-1gil.googlevideo.com/videoplayback?expire=1576350097&ei=Md30XYrzLJ218gPVponAAw&ip=129.132.102.152&id=o-AGI_cPj7KfT7MTDkfF9Q3Rb2xY6HMdPCUPopmy7FaFSm&itag=399&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-nfpuji-1gil%2Csn-1gieen7e&ms=au%2Crdu&mv=m&mvi=0&pl=16&gcr=ch&initcwndbps=1290000&mime=video%2Fmp4&gir=yes&clen=105016485&dur=548.648&lmt=1570426856962042&mt=1576328329&fvip=1&keepalive=yes&fexp=23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRAIgQsdRYiaI4PKbca415Lsm3iIhbEfHkFpu8VW7yaLL5loCIBzk3mEDzilNaZYwIe5ts0xj73mn_PHhZdsx_p30m34w&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgbPr47hvZHsd1P13KwVDkE2dnx4rCammAPELsIOhq_EECIQCC6NFhZ2OO5stbQrRAZqCqOSQwZRqHMUoR0rVLjzUbwA%3D%3D&alr=yes&cpn=qFbW1NiMxYqVaFRz&cver=2.20191212.06.01&range=0-1967&rn=9&rbuf=0,1576328514.691,1576328514.899,0,0.001,1968,15.743999999999998,0.0,1967.0,5,0.0,0.0,0.0,3223858.0,100.0,0.0,0.0,0,157544,4.470457999999998,419697.0,157544,4.470457999999998,419697.0,157544,4.470457999999998,419697.0,182360,30.51394166666667,485807.0,245152,46.277404777777775,653085.0,-5,21.52899984359741,0.0,,,,,,,,,,,,,,,,,,,,,,,,
7,https://r1---sn-nfpuji-1gil.googlevideo.com/videoplayback?expire=1576350097&ei=Md30XYrzLJ218gPVponAAw&ip=129.132.102.152&id=o-AGI_cPj7KfT7MTDkfF9Q3Rb2xY6HMdPCUPopmy7FaFSm&itag=396&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-nfpuji-1gil%2Csn-1gieen7e&ms=au%2Crdu&mv=m&mvi=0&pl=16&gcr=ch&initcwndbps=1290000&mime=video%2Fmp4&gir=yes&clen=13341322&dur=548.648&lmt=1570425283944554&mt=1576328329&fvip=1&keepalive=yes&fexp=23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIgMCmOAD7Gtcc54YEJBSty7mgICQAtp1NdePX6k92SH4YCIQDghCNQucAWH_EjB4sQxe5qu66Lvay9IKTlfqViEQ0uhA%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgbPr47hvZHsd1P13KwVDkE2dnx4rCammAPELsIOhq_EECIQCC6NFhZ2OO5stbQrRAZqCqOSQwZRqHMUoR0rVLjzUbwA%3D%3D&alr=yes&cpn=qFbW1NiMxYqVaFRz&cver=2.20191212.06.01&range=80889-153483&rn=13&rbuf=2781,1576328518.421,1576328518.424,0,0.001,72595,580.7599999999999,80889.0,153483.0,2,0.93,5.37,4.44,653085.0,46.277404777777775,3223858.0,100.0,2,157544,4.470457999999998,419697.0,182360,30.51394166666667,485807.0,245152,46.277404777777775,653085.0,355320,53.248355,946573.0,632620,59.00171188888889,1685301.0,0,17.798999824523925,0.0,0.001,5.0,15.743999999999998,0.054,5.0,211.47022222222222,0.001,5.0,7.295999999999999,0.005,2.0,526.2031999999999,0.001,2.0,923.0879999999999,0.001,2.0,614.7439999999999,,,,,,
8,https://r1---sn-nfpuji-1gil.googlevideo.com/videoplayback?expire=1576350097&ei=Md30XYrzLJ218gPVponAAw&ip=129.132.102.152&id=o-AGI_cPj7KfT7MTDkfF9Q3Rb2xY6HMdPCUPopmy7FaFSm&itag=399&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-nfpuji-1gil%2Csn-1gieen7e&ms=au%2Crdu&mv=m&mvi=0&pl=16&gcr=ch&initcwndbps=1290000&mime=video%2Fmp4&gir=yes&clen=105016485&dur=548.648&lmt=1570426856962042&mt=1576328329&fvip=1&keepalive=yes&fexp=23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRAIgQsdRYiaI4PKbca415Lsm3iIhbEfHkFpu8VW7yaLL5loCIBzk3mEDzilNaZYwIe5ts0xj73mn_PHhZdsx_p30m34w&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgbPr47hvZHsd1P13KwVDkE2dnx4rCammAPELsIOhq_EECIQCC6NFhZ2OO5stbQrRAZqCqOSQwZRqHMUoR0rVLjzUbwA%3D%3D&alr=yes&cpn=qFbW1NiMxYqVaFRz&cver=2.20191212.06.01&range=1011327-2233737&rn=14&rbuf=5339,1576328518.445,1576328518.586,0,0.034,1222411,287.6261176470588,1011327.0,2233737.0,5,2.87,9.54,6.669999999999999,3223858.0,100.0,3223858.0,100.0,5,355320,53.248355,946573.0,632620,59.00171188888889,1685301.0,1210156,100.0,3223858.0,1210156,100.0,3223858.0,1210156,100.0,3223858.0,0,17.774999895095824,0.0,0.001,5.0,15.743999999999998,0.054,5.0,211.47022222222222,0.001,5.0,7.295999999999999,0.005,2.0,526.2031999999999,0.001,2.0,923.0879999999999,0.001,2.0,614.7439999999999,,,,,,
9,https://r1---sn-nfpuji-1gil.googlevideo.com/videoplayback?expire=1576350097&ei=Md30XYrzLJ218gPVponAAw&ip=129.132.102.152&id=o-AGI_cPj7KfT7MTDkfF9Q3Rb2xY6HMdPCUPopmy7FaFSm&itag=399&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-nfpuji-1gil%2Csn-1gieen7e&ms=au%2Crdu&mv=m&mvi=0&pl=16&gcr=ch&initcwndbps=1290000&mime=video%2Fmp4&gir=yes&clen=105016485&dur=548.648&lmt=1570426856962042&mt=1576328329&fvip=1&keepalive=yes&fexp=23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRAIgQsdRYiaI4PKbca415Lsm3iIhbEfHkFpu8VW7yaLL5loCIBzk3mEDzilNaZYwIe5ts0xj73mn_PHhZdsx_p30m34w&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgbPr47hvZHsd1P13KwVDkE2dnx4rCammAPELsIOhq_EECIQCC6NFhZ2OO5stbQrRAZqCqOSQwZRqHMUoR0rVLjzUbwA%3D%3D&alr=yes&cpn=qFbW1NiMxYqVaFRz&cver=2.20191212.06.01&range=2233738-4080369&rn=17&rbuf=10428,1576328518.919,1576328518.9919999,3,0.054,1846632,273.5751111111111,2233738.0,4080369.0,5,9.54,21.39,11.850000000000001,2444062.0,100.0,653085.0,46.277404777777775,2,198716,0.0,529379.0,238196,44.99631877777777,634554.0,268276,73.7210881111111,714687.0,309072,84.20183277777775,823368.0,512676,91.03513733333332,1365770.0,-3,17.300999917984008,0.0,0.034,5.0,287.6261176470588,0.001,2.0,580.7599999999999,0.001,5.0,15.743999999999998,0.054,5.0,211.47022222222222,0.001,5.0,7.295999999999999,0.005,2.0,526.2031999999999,0.001,2.0,923.0879999999999,0.001,2.0,614.7439999999999
