,bandwidth_mbit,bitrate_level,body_size_byte,byte_end,byte_start,n_segment,quality_level_chosen,seg_len_s,t_download_s,t_end,t_start,timestamp_finish,timestamp_start,url,vmaf_level
0,2.3035069337442216,373744.0,186872,0,0,0,0,4.0,0.649,4.0,0.0,1576355844.363,1576355843.353,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813210.mp4-1.ts,5.845067049180331
1,2.9752251815980624,603395.0,307192,0,0,1,2,4.006178,0.8260000000000001,8.01,4.0,1576355845.306,1576355844.428,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813212.mp4-2.ts,66.75323358333337
2,2.828740490278952,1640789.0,836600,0,0,2,3,4.012344000000001,2.366,12.02,8.01,1576355847.756,1576355845.341,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813213.mp4-3.ts,86.33039400000004
3,2.7949333333333337,1149396.0,586936,0,0,3,3,4.018511,1.68,16.04,12.02,1576355849.514,1576355847.784,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813213.mp4-4.ts,88.44136016666668
4,2.829737051792829,1396740.0,710264,0,0,4,3,4.001456,2.008,20.04,16.04,1576355851.607,1576355849.545,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813213.mp4-5.ts,87.62199700000002
5,3.0241913875598083,1241062.0,632056,0,0,5,3,4.0076220000000005,1.672,24.05,20.04,1576355853.352,1576355851.634,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813213.mp4-6.ts,88.02978733333335
6,3.0161209503239736,1368929.0,698232,0,0,6,3,4.013789,1.852,28.06,24.05,1576355855.272,1576355853.369,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813213.mp4-7.ts,87.79991866666674
7,2.901522123893805,1684841.0,860664,0,0,7,3,4.019956,2.373,32.08,28.06,1576355857.7150002,1576355855.292,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813213.mp4-8.ts,89.36816025000005
8,2.7740079970919664,1875205.0,953912,0,0,8,3,4.002911,2.751,36.08,32.08,1576355860.539,1576355857.738,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813213.mp4-9.ts,88.69277791666663
9,2.833096629213483,2474596.0,1260728,0,0,9,3,4.009078,3.56,40.09,36.08,1576355864.1759999,1576355860.566,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813213.mp4-10.ts,86.27936075000002
10,2.9291811539430586,2848156.0,1453240,0,0,10,3,4.015244,3.969,44.11,40.09,1576355868.216,1576355864.2,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813213.mp4-11.ts,95.55392000000002
11,1.1755521769177608,2496562.0,1275768,0,0,11,3,4.021411,8.682,48.13,44.11,1576355876.968,1576355868.238,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813213.mp4-12.ts,93.26584066666668
12,1.725425583266291,526821.0,268088,0,0,12,2,4.004356,1.243,52.13,48.13,1576355878.407,1576355877.003,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813212.mp4-13.ts,68.21480433333333
13,3.1367671232876715,449297.0,228984,0,0,13,2,4.010522,0.584,56.14,52.13,1576355879.064,1576355878.425,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813212.mp4-14.ts,73.10963783333334
14,3.104890190336749,519336.0,265080,0,0,14,2,4.0167,0.683,60.16,56.14,1576355879.8100002,1576355879.078,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813212.mp4-15.ts,78.90129200000003
15,3.1199482200647246,471478.0,241016,0,0,15,2,4.022867,0.618,64.18,60.16,1576355880.5,1576355879.834,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813212.mp4-16.ts,84.91181650000001
16,3.0336363636363632,786626.0,400440,0,0,16,2,4.0058110000000005,1.056,68.19,64.18,1576355884.614,1576355883.51,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813212.mp4-17.ts,79.64207658333333
17,2.837885835095137,1316437.0,671160,0,0,17,3,4.011978,1.8920000000000001,72.2,68.19,1576355889.451,1576355887.51,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813213.mp4-18.ts,88.05098275000006
18,2.8393865679534636,1314450.0,671160,0,0,18,3,4.018144,1.891,76.22,72.2,1576355893.451,1576355891.51,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813213.mp4-19.ts,87.992014
19,2.745654863958255,1810971.0,920824,0,0,19,3,4.001089,2.6830000000000003,80.22,76.22,1576355898.243,1576355895.51,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813213.mp4-20.ts,89.81608766666662
20,2.6706542056074767,1613300.0,821560,0,0,20,3,4.007267,2.461,84.23,80.22,1576355902.023,1576355899.51,https://videos-a.jwpsrv.com/content/conversions/cGlKNUnj/videos/0wVnP8wm-30813213.mp4-21.ts,88.91526383333334
