,bandwidth_mbit,bitrate_level,body_size_byte,byte_end,byte_start,n_segment,quality_level_chosen,seg_len_s,t_download_s,t_end,t_start,timestamp_finish,timestamp_start,url,vmaf_level
0,0.5749577142857143,702193.0,880404,0,0,0,1,10.029667,12.25,10.03,0.0,1576444973.318,1576444961.017,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/360p30/0.ts,44.03364889830515
1,3.001765803108808,289660.0,362088,0,0,1,0,9.999667,0.965,20.03,10.03,1576444974.558,1576444973.536,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/160p30/1.ts,1.4241760169491529
2,0.15036850921273032,287254.0,359080,0,0,2,0,9.999667,19.104,30.03,20.03,1576444993.733,1576444974.561,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/160p30/2.ts,1.604409745762711
3,0.08417064688152098,290412.0,363028,0,0,3,0,9.999667,34.504,40.03,30.03,1576445029.7380002,1576444993.739,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/160p30/3.ts,1.5571410847457616
4,0.09562404975812025,290563.0,363216,0,0,4,0,9.999667,30.387,50.03,40.03,1576445062.539,1576445029.741,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/160p30/4.ts,1.1832337118644072
5,0.09990767519466072,287404.0,359268,0,0,5,0,9.999667,28.768,60.03,50.03,1576445091.395,1576445062.543,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/160p30/5.ts,0.4424717118644068
6,0.1015400718746729,291014.0,363780,0,0,6,0,9.999667,28.661,70.03,60.03,1576445120.1109998,1576445091.399,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/160p30/6.ts,0.4162191694915254
7,0.10037556053811658,286502.0,358140,0,0,7,0,10.000667,28.544,80.03,70.03,1576445149.96,1576445120.116,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/160p30/7.ts,0.3736827627118641
8,0.09156445716102368,288006.0,360020,0,0,8,0,10.000667,31.455000000000002,90.03,80.03,1576445181.463,1576445149.963,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/160p30/8.ts,0.5552298813559323
9,0.08746731352334747,288457.0,360584,0,0,9,0,10.000667,32.980000000000004,100.03,90.03,1576445214.467,1576445181.467,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/160p30/9.ts,0.4676840677966105
10,0.090933819370247,289359.0,361712,0,0,10,0,10.000667,31.822,110.03,100.03,1576445246.367,1576445214.47,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/160p30/10.ts,0.6026580338983055
11,0.10001223581757507,287705.0,359644,0,0,11,0,10.000667,28.768,120.03,110.03,1576445276.503,1576445246.372,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/160p30/11.ts,0.5786315423728816
12,0.08158631239023285,288006.0,360020,0,0,12,0,10.000667,35.302,130.03,120.03,1576445313.131,1576445276.507,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/160p30/12.ts,0.06884666101694914
13,0.07641469594594595,289510.0,361900,0,0,13,0,10.000667,37.888,140.03,130.03,1576445351.0770001,1576445313.134,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/160p30/13.ts,0.4341541694915254
14,0.09806389196815479,291916.0,364908,0,0,14,0,10.000667,29.769000000000002,150.03,140.03,1576445382.8460002,1576445351.081,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/160p30/14.ts,0.4508988644067797
15,0.09699141269574002,288006.0,360020,0,0,15,0,10.000667,29.695,160.03,150.03,1576445414.041,1576445382.849,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/160p30/15.ts,0.5711964576271179
16,0.09171371491993023,289209.0,361524,0,0,16,0,10.000667,31.535,170.03,160.03,1576445445.6639998,1576445414.044,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/160p30/16.ts,0.4834293559322035
17,0.09639668978456795,287705.0,359644,0,0,17,0,10.000667,29.847,180.03,170.03,1576445477.257,1576445445.67,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/160p30/17.ts,0.35496101694915266
18,0.09613494487979811,289510.0,361900,0,0,18,0,10.000667,30.116,190.04,180.04,1576445508.9,1576445477.26,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/160p30/18.ts,0.7663393898305081
19,0.05834549901915671,289359.0,301143,0,0,23,0,10.000667,41.291000000000004,240.04,230.04,1576445639.6929998,1576445597.965,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/160p30/23.ts,6.940169728813558
20,0.04959560526363032,289359.0,345328,0,0,23,0,10.000667,55.703,240.04,230.04,1576445696.2159998,1576445639.261,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/160p30/23.ts,6.940169728813558
21,0.049189395153392795,289359.0,345328,0,0,23,0,10.000667,56.163000000000004,240.04,230.04,1576445707.988,1576445642.487,https://vod-metro.twitch.tv/5c7dbe780f669f54be1b_warcraft_35801489904_1306275532/160p30/23.ts,6.940169728813558
