,timestamp_finish,bitrate_level_encoded,bitrate_level,vmaf_level,buffer_level_at_timestamp_finish,rebuffer_level_at_timestamp_finish,body_size_byte,seg_len_s,t_download_s,quality_level_chosen,played_at_beginning,played_at_end,reward
0,1572048917.7140002,444802.31111111114,399440.0,32.48412850000002,0.0,,183864.0,3.68,1.91,0.0,,0.0,
1,1572048920.093,444802.31111111114,445537.0,19.516397000000005,5.018447000000001,2.378999710083008,204920.0,3.68,1.861,0.0,0.07937999999999999,2.1922189999999997,
2,1572048922.437,444802.31111111114,423575.0,18.043656100000003,9.935744999999999,-0.0,385400.0,7.28,2.301,0.0,2.002596,4.485588,
3,1572048925.5779998,653520.911111111,708830.0,74.25352269999998,10.360387999999999,-0.0,325240.0,3.669999999999998,2.982,1.0,4.485588,7.666278,
4,1572048930.556,653520.911111111,676590.0,76.36072669999999,9.003007,-0.0,310200.0,3.6700000000000017,4.871,1.0,7.509778999999999,12.628992,
5,1572048937.583,444802.31111111114,421053.0,64.92466210000002,5.6662479999999995,-0.0,192888.0,3.66,6.997999999999998,0.0,12.484368,19.571085,
6,1572048942.905,444802.31111111114,408246.0,60.805932300000016,3.9176600000000015,-0.0,186872.0,3.66,5.28,0.0,19.399380999999998,24.903673,
7,1572048945.6439998,444802.31111111114,386588.0,15.147415799999996,4.724882999999995,-0.0,177848.0,3.6800000000000033,2.564,0.0,24.759873000000002,27.701783000000002,
8,1572048948.9229999,444802.31111111114,426159.0,15.147415799999996,5.057137000000001,-0.0,195896.0,3.6799999999999997,3.252,0.0,27.563356,30.974861999999998,
9,1572048953.901,444802.31111111114,472340.0,17.613832300000006,3.644660000000002,-0.0,216952.0,3.6700000000000017,4.9430000000000005,0.0,30.837799,35.992672999999996,
10,1572048958.283,444802.31111111114,446501.0,23.3693115,3.5909580000000005,0.7373399694824201,204920.0,3.6699999999999946,4.352,0.0,35.856193,39.651708,
11,1572048968.8049998,444802.31111111114,533253.0,32.913904800000005,2.432769999999998,6.931041835968017,484664.0,7.270000000000003,10.489,0.0,39.573495,48.020563,
12,1572048971.871,444802.31111111114,506700.0,30.691262100000007,3.5804660000000013,0.6332302231597922,231992.0,3.6599999999999966,3.036,0.0,43.242667,50.456866999999995,
13,1572048975.9320002,444802.31111111114,491092.0,29.92272890000001,3.583069000000009,0.4805341087188708,225976.0,3.6799999999999997,4.0280000000000005,0.0,50.389586,54.059597,
14,1572048978.674,444802.31111111114,512573.0,30.629349299999994,5.414307000000008,-0.0,292152.0,4.559999999999995,2.717,0.0,53.9735,56.708358999999994,
15,1572048980.7570002,444802.31111111114,490961.0,36.654022599999976,6.835811,-0.0,225976.0,3.6799999999999997,2.044,0.0,56.556314,58.892188,
16,1572048982.8279998,444802.31111111114,524055.0,32.301118100000004,8.399059999999999,-0.0,241016.0,3.6799999999999926,2.027,0.0,58.742706000000005,60.934273,
17,1572048984.9369998,444802.31111111114,478652.0,29.310555600000008,9.794815999999997,-0.0,219960.0,3.680000000000007,2.021,0.0,60.731901,63.14385,
18,1572048987.575,444802.31111111114,518339.0,35.95547769999999,10.902473,-0.0,238008.0,3.6700000000000017,2.611,0.0,62.940075,65.641526,
19,1572048995.3520002,444802.31111111114,472859.0,45.58571599999999,6.678843999999998,-0.0,216952.0,3.6699999999999875,7.751,0.0,65.491008,73.470489,
20,1572049001.6139998,444802.31111111114,433869.0,45.58571599999999,4.101457000000011,-0.0,198904.0,3.6700000000000017,6.221,0.0,73.32855699999999,79.65320899999999,
21,1572049003.772,444802.31111111114,453915.0,40.078421414141424,5.431748999999996,-0.0,207928.0,3.6599999999999966,2.132,0.0,79.49705300000001,81.92825,
22,1572049007.268,444802.31111111114,434382.0,41.82305129999999,9.129411999999988,-0.0,394424.0,7.259999999999991,3.472,0.0,81.768842,85.419921,
23,1572049009.0930002,444802.31111111114,458909.0,41.516218200000004,10.913470000000004,-0.0,210936.0,3.680000000000007,1.788,0.0,85.23726500000001,87.241196,
24,1572049011.6799998,444802.31111111114,485473.0,43.66036450000001,11.957705000000004,-0.0,222968.0,3.6700000000000017,1.913,0.0,87.093574,89.80229399999999,
25,1572049013.518,444802.31111111114,453087.0,39.45490960000001,13.723866999999998,-0.0,207928.0,3.6700000000000017,1.54,0.0,89.646424,91.64146600000001,
26,1572049015.7029998,444802.31111111114,473128.0,40.81850539999999,11.644518000000005,-0.0,216952.0,3.6700000000000017,2.162,0.0,91.49190300000001,93.720815,
27,1572049019.729,444802.31111111114,480071.0,41.6169448,11.289961000000005,-0.0,219960.0,3.6700000000000017,3.992,0.0,93.720815,97.743783,
28,1572049025.171,444802.31111111114,427891.0,40.4354097,12.926397999999992,-0.0,195896.0,3.660000000000011,5.402,0.0,97.58216999999999,103.23360100000001,
