,url,timestamp_start,timestamp_finish,n_segment,t_download_s,body_size_byte,bandwidth_mbit,byte_start,byte_end,seg_len_s,t_start,t_end,quality_level_chosen,bitrate_level,vmaf_level,bitrate_level_encoded
0,https://150skyfiregce-vimeo.akamaized.net/exp=1572026825~acl=%2F290069749%2F%2A~hmac=94ee8b7a5e62a406c38b12479d4857ec790501d4e4572ec75427be0507d5d2b3/290069749/sep/video/1098654832/chop/segment-1.m4s,1572022932.7129998,1572022935.553,0,2.443,346159,1.1335538272615635,0,0,6.006,0.0,6.01,0,441000.0,84.5324986111111,441000.0
1,https://150skyfiregce-vimeo.akamaized.net/exp=1572026825~acl=%2F290069749%2F%2A~hmac=94ee8b7a5e62a406c38b12479d4857ec790501d4e4572ec75427be0507d5d2b3/290069749/sep/video/1098654832/chop/segment-2.m4s,1572022936.923,1572022945.66,1,8.715,376562,0.34566792885829034,0,0,6.006,6.01,12.02,0,441000.0,77.19695020833333,441000.0
2,https://150skyfiregce-vimeo.akamaized.net/exp=1572026825~acl=%2F290069749%2F%2A~hmac=94ee8b7a5e62a406c38b12479d4857ec790501d4e4572ec75427be0507d5d2b3/290069749/sep/video/1098654832/chop/segment-3.m4s,1572022947.778,1572022956.179,2,8.296,392375,0.3783751205400193,0,0,6.006,12.01,18.02,0,441000.0,61.04263118881117,441000.0
3,https://150skyfiregce-vimeo.akamaized.net/exp=1572026825~acl=%2F290069749%2F%2A~hmac=94ee8b7a5e62a406c38b12479d4857ec790501d4e4572ec75427be0507d5d2b3/290069749/sep/video/1098654832/chop/segment-4.m4s,1572022956.184,1572022961.217,3,5.005,355852,0.5687944055944056,0,0,6.006,18.02,24.03,0,441000.0,44.68404265734267,441000.0
4,https://150skyfiregce-vimeo.akamaized.net/exp=1572026825~acl=%2F290069749%2F%2A~hmac=94ee8b7a5e62a406c38b12479d4857ec790501d4e4572ec75427be0507d5d2b3/290069749/sep/video/1098654832/chop/segment-5.m4s,1572022962.26,1572022964.101,4,1.824,384452,1.68619298245614,0,0,6.006,24.02,30.03,0,441000.0,67.03552243055556,441000.0
5,https://150skyfiregce-vimeo.akamaized.net/exp=1572026825~acl=%2F290069749%2F%2A~hmac=94ee8b7a5e62a406c38b12479d4857ec790501d4e4572ec75427be0507d5d2b3/290069749/sep/video/1098654832/chop/segment-6.m4s,1572022964.107,1572022965.689,5,1.547,327147,1.6917750484809306,0,0,6.006,30.03,36.04,0,441000.0,60.306534545454504,441000.0
6,https://150skyfiregce-vimeo.akamaized.net/exp=1572026825~acl=%2F290069749%2F%2A~hmac=94ee8b7a5e62a406c38b12479d4857ec790501d4e4572ec75427be0507d5d2b3/290069749/sep/video/1098654832/chop/segment-7.m4s,1572022966.707,1572022968.144,6,1.418,329008,1.8561805359661487,0,0,6.006,36.04,42.05,0,441000.0,36.64035923076922,441000.0
7,https://150skyfiregce-vimeo.akamaized.net/exp=1572026825~acl=%2F290069749%2F%2A~hmac=94ee8b7a5e62a406c38b12479d4857ec790501d4e4572ec75427be0507d5d2b3/290069749/sep/video/1098654832/chop/segment-8.m4s,1572022968.147,1572022969.849,7,1.6880000000000002,395554,1.8746635071090043,0,0,6.006,42.04,48.05,0,441000.0,38.42555048611111,441000.0
8,https://150skyfiregce-vimeo.akamaized.net/exp=1572026825~acl=%2F290069749%2F%2A~hmac=94ee8b7a5e62a406c38b12479d4857ec790501d4e4572ec75427be0507d5d2b3/290069749/sep/video/1098654832/chop/segment-9.m4s,1572022970.697,1572022972.456,8,1.73,428664,1.9822612716763008,0,0,6.006,48.05,54.06,0,441000.0,61.979493006992996,441000.0
9,https://150skyfiregce-vimeo.akamaized.net/exp=1572026825~acl=%2F290069749%2F%2A~hmac=94ee8b7a5e62a406c38b12479d4857ec790501d4e4572ec75427be0507d5d2b3/290069749/sep/video/1098654831/chop/segment-6.m4s,1572022972.6360002,1572022994.885,5,22.173000000000002,631695,0.22791503179542685,0,0,6.006,30.03,36.04,1,948000.0,95.73978972027979,948000.0
